Id,Total words,Average words per sentence,Total OOV words,Average OOV words,Most frequent unigrams 1,Most frequent unigrams 2,Most frequent unigrams 3,Most frequent unigrams 4,Most frequent unigrams 5,Most frequent unigrams 6,Most frequent bigrams 1,Most frequent bigrams 2,Most frequent bigrams 3,Most frequent bigrams 4,Most frequent bigrams 5,Most frequent bigrams 6,Most frequent trigrams 1,Most frequent trigrams 2,Most frequent trigrams 3,Most frequent trigrams 4,Most frequent trigrams 5,Most frequent trigrams 6
5031,70,17.5,10,0.07246376811594203,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5032,118,19.666666666666668,34,0.10526315789473684,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5033,113,14.125,30,0.08108108108108109,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5034,198,18.0,39,0.08900523560209424,5,4,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1
5035,23,11.5,4,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5036,215,14.333333333333334,53,0.06666666666666667,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5037,89,12.714285714285714,31,0.11627906976744186,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
5038,178,14.833333333333334,39,0.08620689655172414,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5039,90,12.857142857142858,15,0.07777777777777778,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5040,60,15.0,11,0.05263157894736842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5041,100,12.5,12,0.030303030303030304,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5042,152,15.2,44,0.11333333333333333,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
5043,89,14.833333333333334,22,0.07954545454545454,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5044,31,6.2,7,0.06451612903225806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5045,194,17.636363636363637,42,0.09375,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5046,146,18.25,30,0.1095890410958904,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5047,333,16.65,87,0.14545454545454545,8,5,4,3,3,3,2,2,2,2,1,1,2,1,1,1,1,1
5048,71,7.888888888888889,16,0.028169014084507043,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5049,162,16.2,31,0.08024691358024691,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5050,138,12.545454545454545,24,0.044444444444444446,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5051,16,4.0,10,0.375,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5052,449,21.38095238095238,80,0.07606263982102908,5,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1
5053,103,14.714285714285714,22,0.13592233009708737,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5054,47,9.4,15,0.13333333333333333,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5055,50,12.5,10,0.1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5056,52,13.0,16,0.11538461538461539,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5057,56,18.666666666666668,9,0.08928571428571429,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5058,38,7.6,18,0.07894736842105263,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5059,67,16.75,21,0.13636363636363635,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5060,227,16.214285714285715,64,0.07555555555555556,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5061,144,16.0,46,0.16428571428571428,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5062,516,14.333333333333334,107,0.08366533864541832,7,7,6,6,6,4,3,2,2,2,2,2,2,1,1,1,1,1
5063,66,11.0,28,0.16666666666666666,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5064,53,10.6,19,0.09433962264150944,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5065,51,10.2,12,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5066,116,11.6,28,0.11206896551724138,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5067,76,76.0,11,0.09333333333333334,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5068,56,14.0,16,0.18181818181818182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5069,59,11.8,12,0.05084745762711865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5070,17,5.666666666666667,6,0.17647058823529413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5071,16,8.0,5,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5072,88,12.571428571428571,31,0.1111111111111111,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5073,40,10.0,15,0.05,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5074,150,30.0,33,0.1103448275862069,5,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
5075,193,17.545454545454547,43,0.09230769230769231,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5076,25,8.333333333333334,11,0.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5077,107,17.833333333333332,17,0.04672897196261682,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5078,110,18.333333333333332,36,0.10909090909090909,5,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1
5079,175,14.583333333333334,35,0.06321839080459771,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5080,168,12.0,48,0.0975609756097561,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5081,49,9.8,9,0.0625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5082,86,17.2,24,0.11904761904761904,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5083,369,23.0625,66,0.09264305177111716,6,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1
5084,16,5.333333333333333,4,0.0625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5085,53,13.25,19,0.0851063829787234,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5086,50,16.666666666666668,16,0.18,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5087,110,11.0,28,0.06363636363636363,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5088,69,23.0,17,0.07246376811594203,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5089,80,8.0,30,0.14102564102564102,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5090,45,15.0,6,0.022222222222222223,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5091,70,14.0,20,0.15714285714285714,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5092,20,6.666666666666667,5,0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5093,139,15.444444444444445,38,0.07751937984496124,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5094,170,15.454545454545455,30,0.0650887573964497,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5095,61,12.2,14,0.04918032786885246,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5096,355,11.451612903225806,105,0.09722222222222222,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1
5097,321,17.833333333333332,69,0.06624605678233439,6,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5098,100,12.5,18,0.07,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5099,93,13.285714285714286,21,0.0989010989010989,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5100,37,9.25,12,0.10810810810810811,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5101,148,9.866666666666667,36,0.08163265306122448,5,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1
5102,77,11.0,27,0.10810810810810811,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5103,187,18.7,53,0.10752688172043011,5,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5104,463,14.935483870967742,123,0.13276231263383298,8,6,5,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1
5105,186,13.285714285714286,45,0.08743169398907104,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5106,157,9.235294117647058,58,0.1346153846153846,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5107,109,15.571428571428571,16,0.04672897196261682,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5108,42,14.0,12,0.12195121951219512,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5109,165,18.333333333333332,47,0.10975609756097561,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5110,182,10.705882352941176,59,0.062146892655367235,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5111,147,9.8,42,0.0896551724137931,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5112,94,11.75,24,0.1276595744680851,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5113,44,11.0,11,0.13636363636363635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5114,634,19.8125,130,0.0736,10,8,8,6,4,4,3,2,2,2,2,2,2,1,1,1,1,1
5115,139,23.166666666666668,62,0.3111111111111111,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5116,169,16.9,51,0.07647058823529412,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
5117,89,11.125,12,0.022988505747126436,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5118,119,10.818181818181818,28,0.05454545454545454,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5119,102,11.333333333333334,21,0.0784313725490196,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
5120,30,5.0,29,0.16666666666666666,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5121,188,18.8,54,0.10382513661202186,4,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1
5122,43,7.166666666666667,11,0.09302325581395349,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5123,139,15.444444444444445,41,0.19424460431654678,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5124,39,7.8,11,0.07317073170731707,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5125,181,18.1,59,0.09497206703910614,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5126,24,6.0,9,0.16666666666666666,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5127,225,11.842105263157896,57,0.08444444444444445,5,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5128,287,9.89655172413793,118,0.13357400722021662,6,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
5129,59,8.428571428571429,19,0.0847457627118644,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5130,159,17.666666666666668,38,0.09615384615384616,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5131,24,12.0,4,0.08333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5132,8,8.0,2,0.125,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
5133,82,10.25,21,0.12345679012345678,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5134,125,13.88888888888889,26,0.07258064516129033,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5135,21,7.0,5,0.09523809523809523,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5136,258,15.176470588235293,76,0.13414634146341464,7,6,5,4,4,4,4,4,3,2,2,2,2,2,1,1,1,1
5137,112,16.0,33,0.06306306306306306,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5138,76,15.2,25,0.12162162162162163,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5139,99,11.0,28,0.13131313131313133,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5140,48,9.6,6,0.020833333333333332,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5141,139,23.166666666666668,39,0.1,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
5142,222,14.8,68,0.11312217194570136,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
5143,116,11.6,33,0.15517241379310345,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5144,37,5.285714285714286,9,0.02702702702702703,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5145,272,27.2,78,0.13157894736842105,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
5146,61,10.166666666666666,11,0.04918032786885246,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5147,179,9.944444444444445,36,0.0893854748603352,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
5148,66,13.2,14,0.1076923076923077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5149,76,12.666666666666666,24,0.07692307692307693,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5150,172,15.636363636363637,44,0.07100591715976332,4,3,3,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1
5151,203,15.615384615384615,54,0.0845771144278607,6,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1
5152,158,10.533333333333333,46,0.11538461538461539,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5153,20,5.0,10,0.15,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5154,347,18.263157894736842,76,0.06976744186046512,7,5,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1
5155,77,12.833333333333334,17,0.03896103896103896,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5156,54,27.0,14,0.07692307692307693,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5157,316,17.555555555555557,72,0.07278481012658228,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
5158,127,18.142857142857142,41,0.12396694214876033,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5159,60,15.0,17,0.08333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5160,59,9.833333333333334,23,0.14285714285714285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5161,101,14.428571428571429,34,0.15841584158415842,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5162,121,12.1,20,0.06611570247933884,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5163,181,16.454545454545453,46,0.13259668508287292,3,3,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1
5164,31,15.5,7,0.13333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5165,123,17.571428571428573,19,0.04918032786885246,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5166,63,7.875,26,0.1746031746031746,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5167,120,17.142857142857142,47,0.19327731092436976,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5168,134,22.333333333333332,39,0.07633587786259542,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5169,99,12.375,21,0.0707070707070707,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5170,72,9.0,30,0.2753623188405797,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5171,261,15.352941176470589,75,0.10505836575875487,10,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
5172,92,15.333333333333334,16,0.08602150537634409,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5173,146,16.22222222222222,51,0.15862068965517243,6,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5174,76,9.5,18,0.09210526315789473,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5175,63,10.5,15,0.06349206349206349,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5176,120,15.0,29,0.07692307692307693,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1
5177,74,18.5,19,0.125,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5178,857,25.96969696969697,167,0.09230769230769231,12,10,10,9,8,6,3,2,2,2,2,2,1,1,1,1,1,1
5179,92,18.4,19,0.1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5180,199,16.583333333333332,50,0.12121212121212122,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
5181,69,9.857142857142858,19,0.11594202898550725,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5182,83,11.857142857142858,26,0.08641975308641975,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5183,509,19.576923076923077,93,0.09288537549407115,6,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,1
5184,103,10.3,39,0.08080808080808081,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5185,116,11.6,30,0.0603448275862069,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5186,392,11.2,102,0.08072916666666667,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
5187,166,11.857142857142858,37,0.10365853658536585,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5188,50,8.333333333333334,13,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5189,22,11.0,8,0.19047619047619047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5190,15,5.0,5,0.13333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5191,147,21.0,25,0.07586206896551724,5,5,5,4,2,2,5,5,2,1,1,1,5,2,1,1,1,1
5192,217,19.727272727272727,60,0.11904761904761904,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5193,164,14.909090909090908,61,0.11538461538461539,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5194,69,8.625,11,0.02857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5195,118,16.857142857142858,23,0.05982905982905983,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5196,74,18.5,16,0.10810810810810811,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5197,55,9.166666666666666,19,0.16363636363636364,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5198,66,16.5,14,0.09230769230769231,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5199,90,8.181818181818182,34,0.09090909090909091,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5200,287,17.9375,62,0.10915492957746478,5,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5201,428,42.8,100,0.09324009324009325,6,6,6,4,4,4,5,3,2,2,2,2,2,2,1,1,1,1
5202,172,12.285714285714286,31,0.08823529411764706,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5203,82,11.714285714285714,18,0.09876543209876543,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5204,181,12.928571428571429,46,0.1111111111111111,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5205,27,5.4,9,0.14814814814814814,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5206,40,13.333333333333334,33,0.5526315789473685,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5207,44,6.285714285714286,14,0.11363636363636363,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5208,123,13.666666666666666,27,0.03333333333333333,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
5209,325,20.3125,75,0.09433962264150944,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5210,136,22.666666666666668,21,0.05925925925925926,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5211,357,19.833333333333332,96,0.10479041916167664,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
5212,36,12.0,7,0.1111111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5213,49,9.8,15,0.10416666666666667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5214,22,3.142857142857143,9,0.09523809523809523,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5215,46,23.0,9,0.06818181818181818,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5216,97,8.083333333333334,34,0.15053763440860216,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5217,56,11.2,17,0.14814814814814814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5218,43,8.6,9,0.06976744186046512,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5219,13,13.0,3,0.07692307692307693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5220,205,14.642857142857142,47,0.06896551724137931,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5221,901,14.770491803278688,181,0.07761529808773904,24,11,8,7,7,7,3,3,3,2,2,2,2,2,2,2,1,1
5222,219,19.90909090909091,72,0.12264150943396226,5,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1
5223,128,9.142857142857142,41,0.1171875,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5224,115,11.5,32,0.12280701754385964,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5225,227,17.46153846153846,56,0.08968609865470852,5,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
5226,40,8.0,7,0.05,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5227,80,11.428571428571429,21,0.08974358974358974,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5228,107,11.88888888888889,36,0.12264150943396226,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5229,54,7.714285714285714,19,0.1320754716981132,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5230,38,9.5,11,0.13157894736842105,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
5231,107,21.4,21,0.11320754716981132,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5232,249,13.833333333333334,66,0.15261044176706828,5,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1
5233,85,17.0,27,0.16666666666666666,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5234,153,15.3,26,0.06666666666666667,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5235,127,15.875,42,0.1746031746031746,3,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1
5236,67,16.75,14,0.10606060606060606,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5237,12,12.0,3,0.16666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5238,203,13.533333333333333,54,0.1111111111111111,7,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
5239,47,15.666666666666666,9,0.0625,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5240,143,17.875,33,0.0763888888888889,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5241,230,10.952380952380953,42,0.07048458149779736,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5242,282,17.625,81,0.1263537906137184,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
5243,138,19.714285714285715,15,0.0364963503649635,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5244,61,15.25,11,0.09836065573770492,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5245,178,10.470588235294118,53,0.12716763005780346,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5246,80,16.0,15,0.08860759493670886,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
5247,84,12.0,14,0.07142857142857142,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5248,118,14.75,33,0.05982905982905983,6,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5249,226,11.3,57,0.08071748878923767,5,3,3,3,3,3,3,2,2,2,1,1,2,1,1,1,1,1
5250,40,6.666666666666667,10,0.075,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5251,489,18.807692307692307,134,0.12008281573498965,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
5252,120,6.0,45,0.14166666666666666,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5253,425,10.897435897435898,143,0.09852216748768473,6,6,6,6,4,3,3,2,1,1,1,1,1,1,1,1,1,1
5254,207,18.818181818181817,52,0.1073170731707317,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5255,382,15.916666666666666,124,0.1478494623655914,4,3,3,3,3,3,2,2,2,1,1,1,2,1,1,1,1,1
5256,135,12.272727272727273,33,0.06153846153846154,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5257,84,14.0,22,0.0963855421686747,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5258,236,16.857142857142858,56,0.07017543859649122,4,4,4,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1
5259,167,13.916666666666666,32,0.060240963855421686,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5260,127,12.7,18,0.007936507936507936,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
5261,28,9.333333333333334,10,0.14285714285714285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5262,42,5.25,17,0.09523809523809523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5263,34,6.8,6,0.058823529411764705,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5264,104,17.333333333333332,21,0.10679611650485436,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
5265,145,24.166666666666668,32,0.10071942446043165,6,4,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1
5266,44,14.666666666666666,6,0.045454545454545456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5267,202,11.882352941176471,46,0.08542713567839195,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5268,122,12.2,29,0.09166666666666666,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
5269,271,12.318181818181818,67,0.07037037037037037,9,5,5,5,4,3,2,2,2,1,1,1,1,1,1,1,1,1
